Cell	annotation	x.loc	y.loc	region
Cell7460	Epithelial cell	0.4199	0.9317	2
Cell7461	Epithelial cell	0.3579	0.6811	2
Cell7462	Fibroblast	0.2621	0.8448	2
Cell7463	Epithelial cell	0.2998	0.7343	2
Cell7464	Epithelial cell	0.2265	0.3789	2
Cell7465	Immune (myeloid)	0.293	0.6576	2
Cell7466	Adipocyte	0.0349	0.5918	2
Cell7467	Fibroblast	0.1954	0.1442	2
Cell7468	Fibroblast	0.2667	0.1957	2
Cell7469	Epithelial cell	0.2687	0.9731	2
Cell7470	Adipocyte	0.342	0.1938	2
Cell7471	Adipocyte	0.2519	0.542	2
Cell7472	Epithelial cell	0.3885	0.3704	2
Cell7473	Adipocyte	0.4661	0.2706	2
Cell7474	Adipocyte	0.1637	0.8773	2
Cell7475	Fibroblast	0.3241	0.5378	2
Cell7476	Endothelial cell	0.4304	0.9924	2
Cell7477	Adipocyte	0.5291	0.3657	2
Cell7478	Epithelial cell	0.428	0.9576	2
Cell7479	Epithelial cell	0.243	0.5992	2
Cell7480	Adipocyte	0.2471	0.5569	2
Cell7481	Endothelial cell	0.3349	0.9208	2
Cell7482	Adipocyte	0.2641	0.738	2
Cell7483	Adipocyte	0.0926	0.8958	2
Cell7484	Endothelial cell	0.1906	0.8929	2
Cell7485	Epithelial cell	0.3474	0.5724	2
Cell7486	Epithelial cell	0.313	0.5115	2
Cell7487	Epithelial cell	0.4671	0.6388	2
Cell7488	Epithelial cell	0.1953	0.6877	2
Cell7489	Fibroblast	0.4086	0.5678	2
Cell7490	Epithelial cell	0.4594	0.4885	2
Cell7491	Epithelial cell	0.156	0.5935	2
Cell7492	Endothelial cell	0.0314	0.6149	2
Cell7493	Epithelial cell	0.025	0.278	2
Cell7494	Immune (myeloid)	0.0997	0.7171	2
Cell7495	Fibroblast	0.1563	0.6952	2
Cell7496	Epithelial cell	0.2177	0.2668	2
Cell7497	Adipocyte	0.0691	0.7306	2
Cell7498	Epithelial cell	0.1278	0.9964	2
Cell7499	Epithelial cell	0.4485	0.8171	2
Cell7500	Immune (myeloid)	0.0947	0.9887	2
Cell7501	Adipocyte	0.0817	0.1129	2
Cell7502	Adipocyte	0.017	0.4869	2
Cell7503	Epithelial cell	0.2113	0.8073	2
Cell7504	Adipocyte	0.2432	0.4396	2
Cell7505	Adipocyte	0.287	0.57	2
Cell7506	Fibroblast	0.3384	0.0927	2
Cell7507	Epithelial cell	0.3357	0.5396	2
Cell7508	Adipocyte	0.0943	0.1849	2
Cell7509	Adipocyte	0.3741	0.0226	2
Cell7510	Fibroblast	0.296	0.1586	2
Cell7511	Epithelial cell	0.1364	0.8718	2
Cell7512	Adipocyte	0.3431	0.6417	2
Cell7513	Epithelial cell	0.3571	0.3061	2
Cell7514	Epithelial cell	0.0957	0.3149	2
Cell7515	Fibroblast	0.0239	0.8072	2
Cell7516	Adipocyte	0.0632	0.9385	2
Cell7517	Muscle	0.3567	0.939	2
Cell7518	Epithelial cell	0.1971	0.2675	2
Cell7519	Epithelial cell	0.3212	0.8504	2
Cell7520	Adipocyte	0.2783	0.6041	2
Cell7521	Adipocyte	0.4301	0.2634	2
Cell7522	Adipocyte	0.4317	0.2018	2
Cell7523	Muscle	0.2384	0.1569	2
Cell7524	Epithelial cell	0.3148	0.4515	2
Cell7525	Epithelial cell	0.002	0.0363	2
Cell7526	Epithelial cell	0.1457	0.1143	2
Cell7527	Muscle	0.1254	0.0238	2
Cell7528	Endothelial cell	0.3442	0.2541	2
Cell7529	Epithelial cell	0.187	0.4007	2
Cell7530	Epithelial cell	0.5432	0.5036	2
Cell7531	Adipocyte	0.1944	0.4388	2
Cell7532	Epithelial cell	0.454	0.4591	2
Cell7533	Epithelial cell	0.482	0.7179	2
Cell7534	Fibroblast	0.0991	0.6773	2
Cell7535	Adipocyte	0.1632	0.0125	2
Cell7536	Fibroblast	0.3448	0.4088	2
Cell7537	Immune (myeloid)	0.1093	0.0635	2
Cell7538	Epithelial cell	0.3153	0.15310000000000001	2
Cell7539	Epithelial cell	0.3086	0.6464	2
Cell7540	Fibroblast	0.2903	0.4248	2
Cell7541	Immune (myeloid)	0.3667	0.1074	2
Cell7542	Adipocyte	0.1498	0.359	2
Cell7543	Epithelial cell	0.4868	0.257	2
Cell7544	Epithelial cell	0.1167	0.5749	2
Cell7545	Epithelial cell	0.0662	0.277	2
Cell7546	Adipocyte	0.0537	0.6481	2
Cell7547	Epithelial cell	0.4561	0.6997	2
Cell7548	Fibroblast	0.1217	0.5917	2
Cell7549	Epithelial cell	0.3128	0.109	2
Cell7550	Epithelial cell	0.4412	0.2716	2
Cell7551	Epithelial cell	0.2878	0.8361	2
Cell7552	Epithelial cell	0.0364	0.9148	2
Cell7553	Endothelial cell	0.038	0.5657	2
Cell7554	Epithelial cell	0.0112	0.5421	2
Cell7555	Epithelial cell	0.0126	0.4479	2
Cell7556	Epithelial cell	0.1843	0.2563	2
Cell7557	Epithelial cell	0.4702	0.3544	2
Cell7558	Epithelial cell	0.1585	0.4087	2
Cell7559	Fibroblast	0.1254	0.4893	2
Cell7560	Endothelial cell	0.1094	0.7544	2
Cell7561	Fibroblast	0.368	0.1103	2
Cell7562	Epithelial cell	0.2307	0.5367	2
Cell7563	Endothelial cell	0.0805	0.4581	2
Cell7564	Adipocyte	0.199	0.5475	2
Cell7565	Adipocyte	0.4078	0.5973	2
Cell7566	Adipocyte	0.0156	0.3773	2
Cell7567	Epithelial cell	0.124	0.5508	2
Cell7568	Adipocyte	0.0756	0.0837	2
Cell7569	Fibroblast	0.1047	0.5849	2
Cell7570	Muscle	0.2442	0.1149	2
Cell7571	Endothelial cell	0.267	0.7581	2
Cell7572	Fibroblast	0.2292	0.784	2
Cell7573	Adipocyte	0.225	0.0492	2
Cell7574	Epithelial cell	0.3897	0.6542	2
Cell7575	Epithelial cell	0.1907	0.6802	2
Cell7576	Adipocyte	0.4883	0.5297	2
Cell7577	Adipocyte	0.0232	0.5808	2
Cell7578	Muscle	0.068	0.2719	2
Cell7579	Adipocyte	0.3753	0.4176	2
Cell7580	Adipocyte	0.1818	0.0402	2
Cell7581	Epithelial cell	0.0666	0.0336	2
Cell7582	Adipocyte	0.3982	0.78	2
Cell7583	Epithelial cell	0.3542	0.9437	2
Cell7584	Epithelial cell	0.3239	0.9611	2
Cell7585	Endothelial cell	0.3779	0.594	2
Cell7586	Epithelial cell	0.1237	0.8286	2
Cell7587	Adipocyte	0.3593	0.3667	2
Cell7588	Adipocyte	0.031	0.5901	2
Cell7589	Adipocyte	0.2067	0.478	2
Cell7590	Endothelial cell	0.2769	0.1156	2
Cell7591	Fibroblast	0.324	0.3321	2
Cell7592	Epithelial cell	2e-4	0.3774	2
Cell7593	Adipocyte	0.1844	0.4142	2
Cell7594	Immune (myeloid)	0.3027	0.4844	2
Cell7595	Epithelial cell	0.4643	0.44	2
Cell7596	Fibroblast	0.2591	0.2137	2
Cell7597	Epithelial cell	0.1364	0.0453	2
Cell7598	Endothelial cell	0.3581	0.5894	2
Cell7599	Adipocyte	0.1634	0.1753	2
Cell7600	Adipocyte	0.332	0.519	2
Cell7601	Epithelial cell	0.4484	0.9712	2
Cell7602	Epithelial cell	0.196	0.2128	2
Cell7603	Endothelial cell	0.4201	0.4129	2
Cell7604	Epithelial cell	0.1476	0.4387	2
Cell7605	Adipocyte	0.1049	0.0205	2
Cell7606	Adipocyte	0.0443	0.4062	2
Cell7607	Epithelial cell	0.0883	0.3253	2
Cell7608	Epithelial cell	0.3558	0.9947	2
Cell7609	Epithelial cell	0.3385	0.4491	2
Cell7610	Epithelial cell	0.0346	0.412	2
Cell7611	Fibroblast	0.3419	0.5717	2
Cell7612	Adipocyte	0.2578	0.7308	2
Cell7613	Adipocyte	0.3862	0.8742	2
Cell7614	Endothelial cell	0.3537	0.7017	2
Cell7615	Adipocyte	0.3798	0.3925	2
Cell7616	Endothelial cell	0.1641	0.8743	2
Cell7617	Fibroblast	0.1965	0.2007	2
Cell7618	Adipocyte	0.0216	0.9393	2
Cell7619	Adipocyte	0.2315	0.285	2
Cell7620	Epithelial cell	0.1818	0.2693	2
Cell7621	Epithelial cell	0.072	0.2416	2
Cell7622	Fibroblast	0.2349	0.4594	2
Cell7623	Epithelial cell	0.0986	0.4188	2
Cell7624	Endothelial cell	0.0552	0.9465	2
Cell7625	Epithelial cell	0.214	0.3178	2
Cell7626	Epithelial cell	0.3635	0.5514	2
Cell7627	Endothelial cell	0.2373	0.3509	2
Cell7628	Adipocyte	0.1906	0.82	2
Cell7629	Endothelial cell	0.1978	0.9157	2
Cell7630	Epithelial cell	0.1196	0.7138	2
Cell7631	Endothelial cell	0.1415	0.852	2
Cell7632	Endothelial cell	0.0303	0.278	2
Cell7633	Adipocyte	0.1746	0.2276	2
Cell7634	Epithelial cell	0.3075	0.1864	2
Cell7635	Fibroblast	0.0023	0.4369	2
Cell7636	Epithelial cell	0.4455	0.4729	2
Cell7637	Immune (myeloid)	0.1668	2e-4	2
Cell7638	Epithelial cell	0.3688	0.0081	2
Cell7639	Epithelial cell	0.0179	0.4945	2
Cell7640	Endothelial cell	0.231	0.6312	2
Cell7641	Epithelial cell	0.1371	0.8431	2
Cell7642	Epithelial cell	0.386	0.0975	2
Cell7643	Fibroblast	0.4895	0.2128	2
Cell7644	Epithelial cell	0.2122	0.5746	2
Cell7645	Adipocyte	0.0785	0.2905	2
Cell7646	Fibroblast	0.1955	0.4558	2
Cell7647	Epithelial cell	0.0272	0.5122	2
Cell7648	Epithelial cell	0.0102	0.4428	2
Cell7649	Fibroblast	0.3543	0.0541	2
Cell7650	Fibroblast	0.3777	0.4008	2
Cell7651	Epithelial cell	0.4702	0.226	2
Cell7652	Epithelial cell	0.3283	0.494	2
Cell7653	Adipocyte	0.3511	0.3701	2
Cell7654	Adipocyte	0.3968	0.2411	2
Cell7655	Adipocyte	0.4689	0.6264	2
Cell7656	Adipocyte	0.3854	0.2812	2
Cell7657	Epithelial cell	0.1401	0.9744	2
Cell7658	Endothelial cell	0.4645	0.5389	2
Cell7659	Epithelial cell	0.1869	0.6643	2
Cell7660	Adipocyte	0.3719	0.6402	2
Cell7661	Adipocyte	0.3953	0.9295	2
Cell7662	Muscle	0.481	0.2006	2
Cell7663	Epithelial cell	0.2982	0.8302	2
Cell7664	Immune (myeloid)	0.3809	0.4653	2
Cell7665	Adipocyte	0.2679	0.4298	2
Cell7666	Adipocyte	0.2075	0.6852	2
Cell7667	Epithelial cell	0.2972	0.0912	2
Cell7668	Immune (myeloid)	0.4961	0.5861	2
Cell7669	Endothelial cell	0.2893	0.6494	2
Cell7670	Immune (myeloid)	0.4611	0.3667	2
Cell7671	Fibroblast	0.0686	0.6815	2
Cell7672	Epithelial cell	0.4082	0.0548	2
Cell7673	Endothelial cell	0.082	0.067	2
Cell7674	Endothelial cell	0.0922	0.5491	2
Cell7675	Adipocyte	0.354	0.7539	2
Cell7676	Epithelial cell	0.2857	0.8561	2
Cell7677	Epithelial cell	0.3798	0.2556	2
Cell7678	Adipocyte	0.4483	0.66	2
Cell7679	Epithelial cell	0.032	0.2146	2
Cell7680	Immune (myeloid)	0.0264	0.5852	2
Cell7681	Adipocyte	0.3538	0.5135	2
Cell7682	Adipocyte	0.0633	0.8491	2
Cell7683	Epithelial cell	0.0569	0.8882	2
Cell7684	Adipocyte	0.2821	0.4685	2
Cell7685	Adipocyte	0.3858	0.7456	2
Cell7686	Adipocyte	0.2939	0.9837	2
Cell7687	Epithelial cell	0.4627	0.5117	2
Cell7688	Adipocyte	0.0035	0.0034	2
Cell7689	Epithelial cell	0.202	0.432	2
Cell7690	Epithelial cell	0.2605	0.6157	2
Cell7691	Endothelial cell	0.0623	0.2583	2
Cell7692	Epithelial cell	0.2273	0.0668	2
Cell7693	Epithelial cell	0.0158	0.2633	2
Cell7694	Immune (myeloid)	0.008	0.1456	2
Cell7695	Fibroblast	0.3998	0.5605	2
Cell7696	Epithelial cell	0.3206	0.8815	2
Cell7697	Immune (myeloid)	0.0456	0.5542	2
Cell7698	Epithelial cell	0.5487	0.5065	2
Cell7699	Adipocyte	0.339	0.7622	2
Cell7700	Epithelial cell	0.0021	0.304	2
Cell7701	Epithelial cell	0.2638	0.4566	2
Cell7702	Adipocyte	0.3675	0.0981	2
Cell7703	Adipocyte	0.0449	0.6902	2
Cell7704	Adipocyte	0.3614	0.4104	2
Cell7705	Epithelial cell	0.2228	0.6982	2
Cell7706	Adipocyte	0.1871	0.1725	2
Cell7707	Epithelial cell	0.0249	0.0071	2
Cell7708	Adipocyte	0.3863	0.743	2
Cell7709	Epithelial cell	0.0064	0.3449	2
Cell7710	Epithelial cell	0.3241	0.3895	2
Cell7711	Fibroblast	0.2133	0.9957	2
Cell7712	Adipocyte	0.2977	0.4501	2
Cell7713	Adipocyte	0.2	0.4696	2
Cell7714	Adipocyte	0.1334	0.4486	2
Cell7715	Endothelial cell	0.0676	0.4666	2
Cell7716	Adipocyte	0.0071	0.6942	2
Cell7717	Endothelial cell	0.4897	0.6235	2
Cell7718	Epithelial cell	0.0636	0.3287	2
Cell7719	Epithelial cell	0.2979	0.2512	2
Cell7720	Adipocyte	0.1421	0.9117	2
Cell7721	Fibroblast	0.2809	0.1265	2
Cell7722	Adipocyte	0.3627	0.7315	2
Cell7723	Epithelial cell	0.0263	0.6251	2
Cell7724	Epithelial cell	0.071	0.4031	2
Cell7725	Endothelial cell	0.1899	0.2843	2
Cell7726	Epithelial cell	0.3117	0.4386	2
Cell7727	Epithelial cell	0.4105	0.4823	2
Cell7728	Immune (myeloid)	0.0332	0.788	2
Cell7729	Epithelial cell	0.0023	0.3041	2
Cell7730	Epithelial cell	0.0813	0.123	2
Cell7731	Fibroblast	0.3666	0.5437	2
Cell7732	Epithelial cell	0.3384	0.0426	2
Cell7733	Adipocyte	0.0075	0.423	2
Cell7734	Epithelial cell	0.1623	0.4948	2
Cell7735	Adipocyte	0.1501	0.5463	2
Cell7736	Epithelial cell	0.0271	0.3572	2
Cell7737	Adipocyte	0.0523	0.7641	2
Cell7738	Epithelial cell	0.1817	0.7293	2
Cell7739	Fibroblast	0.486	0.2886	2
Cell7740	Epithelial cell	0.2853	0.8838	2
Cell7741	Endothelial cell	0.1063	0.7392	2
Cell7742	Fibroblast	0.1372	0.3851	2
Cell7743	Epithelial cell	0.0385	0.9125	2
Cell7744	Fibroblast	0.1643	0.0599	2
Cell7745	Adipocyte	0.1295	0.3421	2
Cell7746	Adipocyte	0.256	0.4805	2
Cell7747	Epithelial cell	0.426	0.1176	2
Cell7748	Adipocyte	0.4945	0.5376	2
Cell7749	Adipocyte	0.341	0.9662	2
Cell7750	Fibroblast	0.0138	0.8143	2
Cell7751	Adipocyte	0.148	0.2934	2
Cell7752	Adipocyte	0.2569	0.6072	2
Cell7753	Adipocyte	0.0767	0.2077	2
Cell7754	Epithelial cell	0.2511	0.0311	2
Cell7755	Adipocyte	0.3742	0.2288	2
Cell7756	Endothelial cell	0.3151	0.771	2
Cell7757	Epithelial cell	0.4565	0.3592	2
Cell7758	Epithelial cell	0.2777	0.3978	2
Cell7759	Epithelial cell	0.3682	0.2836	2
Cell7760	Epithelial cell	0.2408	0.4603	2
Cell7761	Epithelial cell	0.211	0.1477	2
Cell7762	Epithelial cell	0.2121	0.9321	2
Cell7763	Epithelial cell	0.1804	0.5297	2
Cell7764	Adipocyte	0.0464	0.2646	2
Cell7765	Immune (myeloid)	0.2368	0.5664	2
Cell7766	Epithelial cell	0.3249	0.1806	2
Cell7767	Epithelial cell	0.0859	0.6684	2
Cell7768	Epithelial cell	0.0774	0.5767	2
Cell7769	Adipocyte	0.0491	0.3579	2
Cell7770	Epithelial cell	0.4732	0.3302	2
Cell7771	Epithelial cell	0.2591	0.2667	2
Cell7772	Epithelial cell	0.4991	0.4431	2
Cell7773	Endothelial cell	0.2327	0.6827	2
Cell7774	Epithelial cell	0.1497	0.1336	2
Cell7775	Adipocyte	0.0254	0.9226	2
Cell7776	Endothelial cell	0.1035	0.6931	2
Cell7777	Epithelial cell	0.4138	0.0045	2
Cell7778	Epithelial cell	0.1753	0.794	2
Cell7779	Fibroblast	0.3321	0.35	2
Cell7780	Adipocyte	0.1832	0.1872	2
Cell7781	Adipocyte	0.5255	0.5201	2
Cell7782	Endothelial cell	0.0239	0.851	2
Cell7783	Epithelial cell	0.2851	0.7701	2
Cell7784	Fibroblast	0.1192	0.9842	2
Cell7785	Endothelial cell	0.3249	0.8071	2
Cell7786	Adipocyte	0.4757	0.5649	2
Cell7787	Adipocyte	0.3904	0.2792	2
Cell7788	Adipocyte	0.4129	0.0664	2
Cell7789	Adipocyte	0.1152	0.2574	2
Cell7790	Adipocyte	0.1965	0.5554	2
Cell7791	Adipocyte	0.353	0.2931	2
Cell7792	Fibroblast	0.4987	0.2945	2
Cell7793	Adipocyte	0.1504	0.4268	2
Cell7794	Epithelial cell	0.4041	0.2589	2
Cell7795	Adipocyte	0.4853	0.368	2
Cell7796	Adipocyte	0.3626	0.0803	2
Cell7797	Adipocyte	0.1047	0.9065	2
Cell7798	Adipocyte	0.2376	0.92	2
Cell7799	Epithelial cell	0.2929	0.8932	2
Cell7800	Immune (myeloid)	0.1676	0.5976	2
Cell7801	Adipocyte	0.0483	0.7449	2
Cell7802	Epithelial cell	0.2986	0.4426	2
Cell7803	Fibroblast	0.3533	0.73	2
Cell7804	Epithelial cell	0.0168	0.0711	2
Cell7805	Epithelial cell	0.158	0.4383	2
Cell7806	Fibroblast	0.448	0.7036	2
Cell7807	Fibroblast	0.5221	0.557	2
Cell7808	Fibroblast	0.0017	0.3158	2
Cell7809	Adipocyte	0.3287	0.9667	2
Cell7810	Adipocyte	0.3429	0.7898	2
Cell7811	Epithelial cell	0.1593	0.5033	2
Cell7812	Epithelial cell	0.3666	0.1616	2
Cell7813	Epithelial cell	0.3751	0.0195	2
Cell7814	Fibroblast	0.2329	0.1107	2
Cell7815	Fibroblast	0.4102	0.8266	2
Cell7816	Epithelial cell	0.1449	0.7808	2
Cell7817	Fibroblast	0.1643	0.7004	2
Cell7818	Epithelial cell	0.1537	0.8751	2
Cell7819	Endothelial cell	0.3976	0.8066	2
Cell7820	Epithelial cell	0.1382	0.4619	2
Cell7821	Adipocyte	0.4961	0.4509	2
Cell7822	Epithelial cell	0.2294	0.3948	2
Cell7823	Epithelial cell	0.3876	0.8218	2
Cell7824	Fibroblast	0.414	0.2863	2
Cell7825	Endothelial cell	0.36870000000000003	0.9437	2
Cell7826	Adipocyte	0.0678	0.6689	2
Cell7827	Fibroblast	0.4232	0.0869	2
Cell7828	Epithelial cell	0.0592	0.7299	2
Cell7829	Adipocyte	0.0849	0.4599	2
Cell7830	Adipocyte	0.2601	0.7935	2
Cell7831	Epithelial cell	0.2353	0.9827	2
Cell7832	Epithelial cell	0.252	0.3211	2
Cell7833	Endothelial cell	0.4078	0.8705	2
Cell7834	Adipocyte	0.0648	0.4998	2
Cell7835	Epithelial cell	0.3692	0.7801	2
Cell7836	Adipocyte	0.0265	0.132	2
Cell7837	Fibroblast	0.3907	0.3107	2
Cell7838	Epithelial cell	0.128	0.767	2
Cell7839	Epithelial cell	0.4003	0.9706	2
Cell7840	Epithelial cell	0.0179	0.1876	2
Cell7841	Adipocyte	0.2262	0.0235	2
Cell7842	Adipocyte	0.1383	0.9462	2
Cell7843	Endothelial cell	0.3734	0.715	2
Cell7844	Epithelial cell	0.4129	0.6006	2
Cell7845	Endothelial cell	0.2283	0.1674	2
Cell7846	Epithelial cell	0.3764	0.8504	2
Cell7847	Epithelial cell	0.3549	0.1453	2
Cell7848	Adipocyte	0.3243	0.4033	2
Cell7849	Epithelial cell	0.2621	0.2189	2
Cell7850	Epithelial cell	0.1579	0.4609	2
Cell7851	Epithelial cell	0.1968	0.1823	2
Cell7852	Adipocyte	0.0108	0.7818	2
Cell7853	Epithelial cell	0.3191	0.4842	2
Cell7854	Epithelial cell	0.4369	0.3679	2
Cell7855	Endothelial cell	0.1685	0.8732	2
Cell7856	Epithelial cell	0.2721	0.0063	2
Cell7857	Adipocyte	0.0628	0.6266	2
Cell7858	Adipocyte	0.1754	0.6984	2
Cell7859	Epithelial cell	0.318	0.5193	2
Cell7860	Immune (myeloid)	0.1815	0.5828	2
Cell7861	Epithelial cell	0.3027	0.7159	2
Cell7862	Epithelial cell	0.1535	0.0504	2
Cell7863	Epithelial cell	0.0993	0.5626	2
Cell7864	Epithelial cell	0.266	0.0875	2
Cell7865	Epithelial cell	0.2519	0.6741	2
Cell7866	Epithelial cell	0.4255	0.0614	2
Cell7867	Fibroblast	0.3233	0.912	2
Cell7868	Epithelial cell	0.0467	0.1492	2
Cell7869	Epithelial cell	0.3667	0.0667	2
Cell7870	Endothelial cell	0.4901	0.4433	2
Cell7871	Adipocyte	0.2675	0.6691	2
Cell7872	Epithelial cell	0.0981	0.1048	2
Cell7873	Fibroblast	0.231	0.5382	2
Cell7874	Epithelial cell	0.2835	0.6025	2
Cell7875	Fibroblast	0.2898	0.7314	2
Cell7876	Epithelial cell	0.3096	0.135	2
Cell7877	Fibroblast	0.1687	0.4512	2
Cell7878	Endothelial cell	0.0794	0.2549	2
Cell7879	Adipocyte	0.1157	0.6442	2
Cell7880	Adipocyte	0.0647	0.9785	2
Cell7881	Epithelial cell	0.5376	0.4499	2
Cell7882	Epithelial cell	0.2448	0.2596	2
Cell7883	Fibroblast	0.3055	0.8671	2
Cell7884	Adipocyte	0.06	0.9378	2
Cell7885	Epithelial cell	0.2116	0.922	2
Cell7886	Adipocyte	0.2492	0.9745	2
Cell7887	Epithelial cell	0.3845	0.2773	2
Cell7888	Epithelial cell	0.3084	0.4363	2
Cell7889	Epithelial cell	0.0583	0.6153	2
Cell7890	Adipocyte	0.4608	0.4472	2
Cell7891	Fibroblast	0.0809	0.8204	2
Cell7892	Adipocyte	0.3556	0.3951	2
Cell7893	Epithelial cell	0.4118	0.5372	2
Cell7894	Epithelial cell	0.4692	0.5677	2
Cell7895	Epithelial cell	0.3235	0.4284	2
Cell7896	Epithelial cell	0.1993	0.3984	2
Cell7897	Fibroblast	0.295	0.4231	2
Cell7898	Epithelial cell	0.0748	0.3786	2
Cell7899	Epithelial cell	0.2651	0.0079	2
Cell7900	Fibroblast	0.4559	0.6388	2
Cell7901	Endothelial cell	0.0451	0.7362	2
Cell7902	Fibroblast	0.0299	0.9377	2
Cell7903	Immune (myeloid)	0.4286	0.6915	2
Cell7904	Fibroblast	0.215	0.8915	2
Cell7905	Endothelial cell	0.1694	0.1286	2
Cell7906	Endothelial cell	0.4395	0.7158	2
Cell7907	Endothelial cell	0.4812	0.5398	2
Cell7908	Endothelial cell	0.346	0.6675	2
Cell7909	Endothelial cell	0	0.0272	2
Cell7910	Fibroblast	0.388	0.5148	2
Cell7911	Adipocyte	0.4424	0.1642	2
Cell7912	Endothelial cell	0.2764	0.5782	2
Cell7913	Epithelial cell	0.1676	0.0454	2
Cell7914	Fibroblast	0.3622	0.4042	2
Cell7915	Adipocyte	0.379	0.9916	2
Cell7916	Fibroblast	0.3224	0.9679	2
Cell7917	Adipocyte	0.3049	0.9586	2
Cell7918	Adipocyte	0.3343	0.8719	2
Cell7919	Epithelial cell	0.1343	0.1238	2
Cell7920	Endothelial cell	0.3955	0.8474	2
Cell7921	Epithelial cell	0.1698	0.8333	2
Cell7922	Epithelial cell	0.4007	0.9117	2
Cell7923	Adipocyte	0.1698	0.6323	2
Cell7924	Fibroblast	0.4878	0.7459	2
Cell7925	Adipocyte	0.389	0.0531	2
Cell7926	Adipocyte	0.3515	0.6091	2
Cell7927	Fibroblast	0.393	0.4212	2
Cell7928	Epithelial cell	0.2913	0.5171	2
Cell7929	Epithelial cell	0.3125	0.6063	2
Cell7930	Epithelial cell	0.1935	0.4412	2
Cell7931	Endothelial cell	0.15310000000000001	0.5757	2
Cell7932	Fibroblast	0.1709	0.6358	2
Cell7933	Epithelial cell	0.258	0.8282	2
Cell7934	Epithelial cell	0.3205	0.2599	2
Cell7935	Adipocyte	0.3058	0.8599	2
Cell7936	Adipocyte	0.282	0.6626	2
Cell7937	Fibroblast	0.2631	0.5436	2
Cell7938	Fibroblast	0.0597	0.8095	2
Cell7939	Epithelial cell	0.4956	0.5529	2
Cell7940	Endothelial cell	0.1513	0.1236	2
Cell7941	Epithelial cell	0.0587	0.6936	2
Cell7942	Epithelial cell	0.3899	0.7574	2
Cell7943	Adipocyte	0.1803	0.4586	2
Cell7944	Epithelial cell	0.116	0.617	2
Cell7945	Immune (myeloid)	0.3013	0.7275	2
Cell7946	Epithelial cell	0.339	0.5503	2
Cell7947	Epithelial cell	0.3217	0.135	2
Cell7948	Adipocyte	0.1349	0.9862	2
Cell7949	Adipocyte	0.1128	0.0473	2
Cell7950	Adipocyte	0.1371	0.6667	2
Cell7951	Fibroblast	0.4346	0.5405	2
Cell7952	Endothelial cell	0.0628	0.2213	2
Cell7953	Fibroblast	0.4259	0.4554	2
Cell7954	Endothelial cell	0.4047	0.0331	2
Cell7955	Adipocyte	0.3585	0.9782	2
Cell7956	Immune (myeloid)	0.1402	0.5214	2
Cell7957	Immune (myeloid)	0.0815	0.2656	2
Cell7958	Epithelial cell	0.216	0.9113	2
Cell7959	Adipocyte	0.0449	0.323	2
Cell7960	Adipocyte	0.3165	0.5287	2
Cell7961	Adipocyte	0.3933	0.5595	2
Cell7962	Epithelial cell	0.3978	0.0161	2
Cell7963	Adipocyte	0.3052	0.8899	2
Cell7964	Epithelial cell	0.1204	0.8916	2
Cell7965	Adipocyte	0.1645	0.5467	2
Cell7966	Immune (myeloid)	0.2667	0.4703	2
Cell7967	Epithelial cell	0.3899	0.6159	2
Cell7968	Endothelial cell	0.522	0.5052	2
Cell7969	Muscle	0.0524	0.2751	2
Cell7970	Fibroblast	0.1373	0.7588	2
Cell7971	Adipocyte	0.2942	0.2157	2
Cell7972	Fibroblast	0.5159	0.4041	2
Cell7973	Fibroblast	0.4988	0.5143	2
Cell7974	Fibroblast	0.1588	0.1757	2
Cell7975	Adipocyte	0.0653	0.4982	2
Cell7976	Endothelial cell	0.3097	0.5927	2
Cell7977	Fibroblast	0.3222	0.417	2
Cell7978	Fibroblast	0.2243	0.771	2
Cell7979	Epithelial cell	0.1486	0.6114	2
Cell7980	Epithelial cell	0.306	0.1964	2
Cell7981	Adipocyte	0.0513	0.7549	2
Cell7982	Epithelial cell	0.3779	0.7939	2
Cell7983	Adipocyte	0.2603	0.9036	2
Cell7984	Fibroblast	0.2287	0.5377	2
Cell7985	Epithelial cell	0.1433	0.4393	2
Cell7986	Muscle	0.0143	0.2927	2
Cell7987	Fibroblast	0.2092	0.5854	2
Cell7988	Epithelial cell	0.3475	0.8359	2
Cell7989	Epithelial cell	0.078	0.8074	2
Cell7990	Fibroblast	0.1049	0.9451	2
Cell7991	Epithelial cell	0.1777	0.2386	2
Cell7992	Fibroblast	0.1139	0.5743	2
Cell7993	Adipocyte	0.3314	0.7156	2
Cell7994	Adipocyte	0.0748	0.8949	2
Cell7995	Epithelial cell	0.5202	0.5414	2
Cell7996	Epithelial cell	0.4285	0.9802	2
Cell7997	Muscle	0.2247	0.9117	2
Cell7998	Immune (myeloid)	0.3082	0.8751	2
Cell7999	Fibroblast	0.3943	0.7773	2
Cell8000	Epithelial cell	0.0358	0.7225	2
Cell8001	Fibroblast	0.2305	0.1652	2
Cell8002	Epithelial cell	0.1609	0.816	2
Cell8003	Endothelial cell	0.4248	0.3269	2
Cell8004	Adipocyte	0.3328	0.621	2
Cell8005	Epithelial cell	0.3611	0.7444	2
Cell8006	Endothelial cell	0.455	0.5516	2
Cell8007	Epithelial cell	0.3069	0.6619	2
Cell8008	Fibroblast	0.1298	0.6872	2
Cell8009	Endothelial cell	0.3662	0.4876	2
