Cell	annotation	x.loc	y.loc	region
Cell1783	Adipocyte	0.6383	0.6675	1
Cell1784	Epithelial	0.2748	0.3178	1
Cell1785	Epithelial	0.5297	0.935	1
Cell1786	Fibroblast	0.2458	0.7333	1
Cell1787	Fibroblast	0.7363	0.8991	1
Cell1788	Adipocyte	0.274	0.9555	1
Cell1789	Adipocyte	0.6194	0.9966	1
Cell1790	Epithelial	0.0755	0.789	1
Cell1791	Fibroblast	0.0351	0.1066	1
Cell1792	Adipocyte	0.2232	0.1357	1
Cell1793	Epithelial	0.3219	0.1965	1
Cell1794	Epithelial	0.253	0.4734	1
Cell1795	Epithelial	0.3573	0.7133	1
Cell1796	Fibroblast	0.3504	0.7771	1
Cell1797	Adipocyte	0.2164	0.6408	1
Cell1798	Adipocyte	0.6247	0.6542	1
Cell1799	Epithelial	0.0895	0.3855	1
Cell1800	Epithelial	0.3621	0.664	1
Cell1801	Endothelial	0.0469	0.826	1
Cell1802	Epithelial	0.0364	0.1479	1
Cell1803	Epithelial	0.0632	0.9079	1
Cell1804	Fibroblast	0.2973	0.5614	1
Cell1805	Epithelial	0.0559	0.6618	1
Cell1806	Adipocyte	0.3698	0.5697	1
Cell1807	Epithelial	0.5306	0.7625	1
Cell1808	Epithelial	0.742	0.8821	1
Cell1809	Epithelial	0.0919	0.5657	1
Cell1810	Epithelial	0.1664	0.154	1
Cell1811	Fibroblast	0.226	0.4219	1
Cell1812	Epithelial	0.2419	0.4055	1
Cell1813	Adipocyte	0.3188	0.8984	1
Cell1814	Endothelial	0.3308	0.6105	1
Cell1815	Fibroblast	0.1246	0.4611	1
Cell1816	Endothelial	0.293	0.8173	1
Cell1817	Fibroblast	0.3416	0.466	1
Cell1818	Adipocyte	0.1117	0.4156	1
Cell1819	Adipocyte	0.1256	0.2005	1
Cell1820	Adipocyte	0.2095	0.1868	1
Cell1821	Fibroblast	0.1357	0.4855	1
Cell1822	Epithelial	0.3824	0.4436	1
Cell1823	Epithelial	0.6144	0.7575	1
Cell1824	Adipocyte	0.1972	0.767	1
Cell1825	Epithelial	0.2897	0.9706	1
Cell1826	Immune	0.2736	0.7424	1
Cell1827	Adipocyte	0.6002	0.7822	1
Cell1828	Epithelial	0.017	0.9642	1
Cell1829	Adipocyte	0.4373	0.7672	1
Cell1830	Epithelial	0.2132	0.8841	1
Cell1831	Adipocyte	0.1852	0.5064	1
Cell1832	Endothelial	0.027	0.9943	1
Cell1833	Adipocyte	0.2773	0.3794	1
Cell1834	Adipocyte	0.6035	0.9776	1
Cell1835	Epithelial	0.1323	0.4175	1
Cell1836	Adipocyte	0.2535	0.5324	1
Cell1837	Adipocyte	0.7608	0.9919	1
Cell1838	Adipocyte	0.2038	0.9161	1
Cell1839	Epithelial	0.3282	0.6133	1
Cell1840	Adipocyte	0.19	0.6121	1
Cell1841	Fibroblast	0.0912	0.4846	1
Cell1842	Adipocyte	0.2389	0.2124	1
Cell1843	Adipocyte	0.0281	0.3317	1
Cell1844	Fibroblast	0.6991	0.9229	1
Cell1845	Endothelial	0.061	0.8122	1
Cell1846	Epithelial	0.4477	0.7922	1
Cell1847	Adipocyte	0.2837	0.8321	1
Cell1848	Endothelial	0.2797	0.1152	1
Cell1849	Epithelial	0.1973	0.4227	1
Cell1850	Adipocyte	0.1016	0.6666	1
Cell1851	Adipocyte	0.4902	0.5591	1
Cell1852	Adipocyte	0.2914	0.7383	1
Cell1853	Epithelial	0.6164	0.9216	1
Cell1854	Adipocyte	0.2833	0.7716	1
Cell1855	Immune	0.2906	0.4023	1
Cell1856	Adipocyte	0.2587	0.7236	1
Cell1857	Epithelial	0.3884	0.8284	1
Cell1858	Epithelial	0.0172	0.7717	1
Cell1859	Adipocyte	0.1358	0.0932	1
Cell1860	Fibroblast	0.4669	0.7502	1
Cell1861	Epithelial	0.1052	0.1126	1
Cell1862	Epithelial	0.1207	0.8191	1
Cell1863	Adipocyte	0.7227	0.8717	1
Cell1864	Endothelial	0.3192	0.6164	1
Cell1865	Adipocyte	0.0522	0.8442	1
Cell1866	Adipocyte	0.7357	0.9517	1
Cell1867	Muscle	0.164	0.1627	1
Cell1868	Epithelial	0.2339	0.8936	1
Cell1869	Epithelial	0.4608	0.5178	1
Cell1870	Epithelial	0.7012	0.8018	1
Cell1871	Fibroblast	0.5086	0.6691	1
Cell1872	Fibroblast	0.0711	0.917	1
Cell1873	Endothelial	0.2357	0.2536	1
Cell1874	Immune	0.2353	0.9063	1
Cell1875	Fibroblast	0.8416	0.9173	1
Cell1876	Epithelial	0.1095	0.6761	1
Cell1877	Immune	0.1273	0.2732	1
Cell1878	Epithelial	0.2123	0.1053	1
Cell1879	Adipocyte	0.589	0.8631	1
Cell1880	Endothelial	0.1877	0.7964	1
Cell1881	Epithelial	0.0049	0.2808	1
Cell1882	Muscle	0.0976	0.9977	1
Cell1883	Immune	0.118	0.9652	1
Cell1884	Epithelial	0.4443	0.6229	1
Cell1885	Epithelial	0.8345	0.9005	1
Cell1886	Fibroblast	0.2006	0.1876	1
Cell1887	Fibroblast	0.0074	0.4002	1
Cell1888	Endothelial	0.1408	0.0508	1
Cell1889	Epithelial	0.5341	0.7048	1
Cell1890	Adipocyte	0.6343	0.8807	1
Cell1891	Adipocyte	0.3271	0.7612	1
Cell1892	Epithelial	0.4197	0.4514	1
Cell1893	Adipocyte	0.0269	0	1
Cell1894	Epithelial	0.2165	0.6612	1
Cell1895	Epithelial	0.144	0.091	1
Cell1896	Epithelial	0.6527	0.8965	1
Cell1897	Adipocyte	0.058	0.3347	1
Cell1898	Epithelial	0.065	0.4612	1
Cell1899	Endothelial	0.4562	0.7817	1
Cell1900	Epithelial	0.3162	0.1661	1
Cell1901	Epithelial	0.5829	0.8264	1
Cell1902	Adipocyte	0.4275	0.5537	1
Cell1903	Fibroblast	0.1025	0.1335	1
Cell1904	Adipocyte	0.4818	0.7983	1
Cell1905	Epithelial	0.7497	0.8845	1
Cell1906	Fibroblast	0.0307	0.5055	1
Cell1907	Epithelial	0.5948	0.6704	1
Cell1908	Epithelial	0.2289	0.3995	1
Cell1909	Epithelial	0.4277	0.4714	1
Cell1910	Endothelial	0.3332	0.708	1
Cell1911	Epithelial	0.0326	0.7193	1
Cell1912	Epithelial	0.5425	0.6791	1
Cell1913	Adipocyte	0.1415	0.1429	1
Cell1914	Epithelial	0.2435	0.9154	1
Cell1915	Adipocyte	0.1479	0.3812	1
Cell1916	Epithelial	0.2422	0.8048	1
Cell1917	Adipocyte	0.4066	0.9272	1
Cell1918	Epithelial	0.2713	0.6825	1
Cell1919	Adipocyte	0.6289	0.7641	1
Cell1920	Adipocyte	0.0661	0.9387	1
Cell1921	Epithelial	0.0896	0.0989	1
Cell1922	Adipocyte	0.546	0.9221	1
Cell1923	Epithelial	0.5874	0.6584	1
Cell1924	Epithelial	0.6641	0.9343	1
Cell1925	Fibroblast	0.3906	0.8604	1
Cell1926	Epithelial	0.7253	0.8489	1
Cell1927	Fibroblast	0.3543	0.6273	1
Cell1928	Epithelial	0.2787	0.191	1
Cell1929	Adipocyte	0.3029	0.9616	1
Cell1930	Epithelial	0.1344	0.735	1
Cell1931	Fibroblast	0.3176	0.6799	1
Cell1932	Adipocyte	0.6249	0.9877	1
Cell1933	Epithelial	0.6021	0.8264	1
Cell1934	Adipocyte	0.5334	0.8551	1
Cell1935	Fibroblast	0.1944	0.3519	1
Cell1936	Adipocyte	0.6476	0.8043	1
Cell1937	Adipocyte	0.3624	0.7626	1
Cell1938	Adipocyte	0.0943	0.4019	1
Cell1939	Epithelial	0.2445	0.7145	1
Cell1940	Epithelial	0.485	0.8689	1
Cell1941	Epithelial	0.2223	0.254	1
Cell1942	Fibroblast	0.2454	0.8961	1
Cell1943	Epithelial	0.3483	0.5928	1
Cell1944	Fibroblast	0.1215	0.881	1
Cell1945	Endothelial	0.1791	0.701	1
Cell1946	Adipocyte	0.4091	0.8988	1
Cell1947	Fibroblast	0.6591	0.8237	1
Cell1948	Adipocyte	0.2625	0.2325	1
Cell1949	Epithelial	0.6968	0.9238	1
Cell1950	Fibroblast	0.043	0.9604	1
Cell1951	Epithelial	0.0082	0.2215	1
Cell1952	Adipocyte	0.1842	0.6468	1
Cell1953	Fibroblast	0.6226	0.8147	1
Cell1954	Epithelial	0.0775	0.2329	1
Cell1955	Epithelial	0.5727	0.9979	1
Cell1956	Epithelial	0.2399	0.8764	1
Cell1957	Epithelial	0.1648	0.5162	1
Cell1958	Adipocyte	0.7288	0.8152	1
Cell1959	Endothelial	0.256	0.8305	1
Cell1960	Adipocyte	0.2121	0.6404	1
Cell1961	Endothelial	0.162	0.2272	1
Cell1962	Epithelial	0.4662	0.7293	1
Cell1963	Epithelial	0.1919	0.3275	1
Cell1964	Endothelial	0.5747	0.82	1
Cell1965	Epithelial	0.7162	0.8125	1
Cell1966	Epithelial	0.4863	0.7199	1
Cell1967	Adipocyte	0.0795	0.2612	1
Cell1968	Immune	0.3106	0.2633	1
Cell1969	Adipocyte	0.2233	0.3513	1
Cell1970	Endothelial	0.391	0.4178	1
Cell1971	Epithelial	0.0024	0.3273	1
Cell1972	Epithelial	0.5855	0.9253	1
Cell1973	Fibroblast	0.5338	0.7046	1
Cell1974	Epithelial	0.339	0.3516	1
Cell1975	Endothelial	0.2082	0.6703	1
Cell1976	Fibroblast	0.1626	0.1632	1
Cell1977	Epithelial	0.5252	0.9107	1
Cell1978	Epithelial	0.1294	0.4425	1
Cell1979	Epithelial	0.1514	0.517	1
Cell1980	Epithelial	0.2949	0.7802	1
Cell1981	Adipocyte	0.2029	0.208	1
Cell1982	Epithelial	0.4884	0.8865	1
Cell1983	Adipocyte	0.0184	0.71	1
Cell1984	Immune	0.1034	0.4365	1
Cell1985	Epithelial	0.6887	0.9789	1
Cell1986	Epithelial	0.3228	0.3177	1
Cell1987	Fibroblast	0.0527	0.3492	1
Cell1988	Immune	0.2488	0.8106	1
Cell1989	Adipocyte	0.273	0.1389	1
Cell1990	Adipocyte	0.3577	0.647	1
Cell1991	Endothelial	0.5471	0.7089	1
Cell1992	Epithelial	0.0197	0.995	1
Cell1993	Endothelial	0.2386	0.7444	1
Cell1994	Adipocyte	0.4978	0.735	1
Cell1995	Adipocyte	0.252	0.5298	1
Cell1996	Endothelial	0.1536	0.8076	1
Cell1997	Epithelial	0.5293	0.7489	1
Cell1998	Endothelial	0.5999	0.7543	1
Cell1999	Epithelial	0.1747	0.1929	1
Cell2000	Epithelial	0.1542	0.2709	1
Cell2001	Epithelial	0.2099	0.2232	1
Cell2002	Epithelial	0.0779	0.8038	1
Cell2003	Adipocyte	0.5395	0.7284	1
Cell2004	Epithelial	0.1082	0.1273	1
Cell2005	Endothelial	0.3225	0.5127	1
Cell2006	Endothelial	0.0778	0.6962	1
Cell2007	Adipocyte	0.3273	0.1796	1
Cell2008	Adipocyte	0.8314	0.4698	2
Cell2009	Epithelial	0.9399	0.72	2
Cell2010	Epithelial	0.5738	0.1411	2
Cell2011	Epithelial	0.854	0.3493	2
Cell2012	Epithelial	0.6221	0.0924	2
Cell2013	Adipocyte	0.4284	0.1612	2
Cell2014	Adipocyte	0.8854	0.0705	2
Cell2015	Epithelial	0.6281	0.5667	2
Cell2016	Epithelial	0.7872	0.54990000000000006	2
Cell2017	Epithelial	0.8568	0.5747	2
Cell2018	Adipocyte	0.8271	0.0601	2
Cell2019	Adipocyte	0.5772	0.4381	2
Cell2020	Endothelial	0.8766	0.3255	2
Cell2021	Adipocyte	0.9731	0.5697	2
Cell2022	Muscle	0.2698	0.0708	2
Cell2023	Muscle	0.8712	0.8254	2
Cell2024	Fibroblast	0.4692	0.1882	2
Cell2025	Epithelial	0.9468	0.0122	2
Cell2026	Adipocyte	0.8723	0.0544	2
Cell2027	Epithelial	0.5213	0.5732	2
Cell2028	Adipocyte	0.2242	0.0965	2
Cell2029	Fibroblast	0.4432	0.3519	2
Cell2030	Endothelial	0.7012	0.3071	2
Cell2031	Fibroblast	0.7543	0.5536	2
Cell2032	Epithelial	0.9012	0.4196	2
Cell2033	Epithelial	0.8994	0.9115	2
Cell2034	Adipocyte	0.9538	0.4185	2
Cell2035	Epithelial	0.9225	0.7211	2
Cell2036	Fibroblast	0.4826	0.4682	2
Cell2037	Fibroblast	0.799	0.1793	2
Cell2038	Endothelial	0.6458	0.5438	2
Cell2039	Adipocyte	0.977	0.9009	2
Cell2040	Epithelial	0.8314	0.2575	2
Cell2041	Epithelial	0.4742	0.4073	2
Cell2042	Epithelial	0.8149	0.2819	2
Cell2043	Adipocyte	0.8199	0.678	2
Cell2044	Adipocyte	0.4598	0.3875	2
Cell2045	Epithelial	0.6038	0.5107	2
Cell2046	Epithelial	0.8631	0.826	2
Cell2047	Epithelial	0.9614	0.2997	2
Cell2048	Muscle	0.9933	0.3792	2
Cell2049	Epithelial	0.843	0.4295	2
Cell2050	Epithelial	0.7825	0.0438	2
Cell2051	Epithelial	0.7914	0.7772	2
Cell2052	Epithelial	0.8946	0.521	2
Cell2053	Muscle	0.5173	0.5779	2
Cell2054	Immune	0.4826	0.4766	2
Cell2055	Epithelial	0.9709	0.3974	2
Cell2056	Epithelial	0.2123	0.0121	2
Cell2057	Adipocyte	0.855	0.8757	2
Cell2058	Adipocyte	0.8188	0.8083	2
Cell2059	Epithelial	0.6427	0.433	2
Cell2060	Epithelial	0.9518	0.094	2
Cell2061	Epithelial	0.4938	0.1095	2
Cell2062	Adipocyte	0.4238	0.0476	2
Cell2063	Endothelial	0.9885	0.225	2
Cell2064	Adipocyte	0.4999	0.4465	2
Cell2065	Epithelial	0.6571	0.1807	2
Cell2066	Adipocyte	0.7295	0.5792	2
Cell2067	Adipocyte	0.7892	0.5649	2
Cell2068	Fibroblast	0.5388	0.5304	2
Cell2069	Endothelial	0.5003	0.4067	2
Cell2070	Adipocyte	0.4237	0.4383	2
Cell2071	Adipocyte	0.9717	0.5755	2
Cell2072	Epithelial	0.8164	0.4749	2
Cell2073	Adipocyte	0.4902	0.3455	2
Cell2074	Epithelial	0.9915	0.9385	2
Cell2075	Fibroblast	0.8591	0.5246	2
Cell2076	Epithelial	0.7417	0.249	2
Cell2077	Immune	0.8984	0.2833	2
Cell2078	Adipocyte	0.8467	0.4522	2
Cell2079	Endothelial	0.5103	0.5792	2
Cell2080	Epithelial	0.9753	0.6771	2
Cell2081	Fibroblast	0.432	0.2666	2
Cell2082	Epithelial	0.6651	0.1865	2
Cell2083	Adipocyte	0.5649	0.1918	2
Cell2084	Immune	0.8906	0.6536	2
Cell2085	Adipocyte	0.5136	0.5539	2
Cell2086	Epithelial	0.9192	0.7539	2
Cell2087	Epithelial	0.3889	0.1057	2
Cell2088	Epithelial	0.7613	0.7005	2
Cell2089	Epithelial	0.885	0.112	2
Cell2090	Fibroblast	0.701	0.3955	2
Cell2091	Epithelial	0.4112	0.1168	2
Cell2092	Adipocyte	0.4745	0.1666	2
Cell2093	Adipocyte	0.734	0.0579	2
Cell2094	Adipocyte	0.6521	0.6739	2
Cell2095	Epithelial	0.6735	0.6128	2
Cell2096	Fibroblast	0.8245	0.7243	2
Cell2097	Endothelial	0.8562	0.0767	2
Cell2098	Fibroblast	0.6189	0.0944	2
Cell2099	Epithelial	0.7198	0.645	2
Cell2100	Adipocyte	0.8179	0.1897	2
Cell2101	Epithelial	0.4237	0.1071	2
Cell2102	Adipocyte	0.695	0.5581	2
Cell2103	Epithelial	0.3686	0.1869	2
Cell2104	Adipocyte	0.5688	0.5208	2
Cell2105	Adipocyte	0.4644	0.484	2
Cell2106	Fibroblast	0.6239	0.5137	2
Cell2107	Epithelial	0.7009	0.3289	2
Cell2108	Epithelial	0.6668	0.0361	2
Cell2109	Endothelial	0.3984	0.1459	2
Cell2110	Fibroblast	0.4546	0.1242	2
Cell2111	Fibroblast	0.5401	0.0425	2
Cell2112	Epithelial	0.841	0.1815	2
Cell2113	Epithelial	0.9134	0.4973	2
Cell2114	Fibroblast	0.3895	0.2648	2
Cell2115	Endothelial	0.6417	0.4052	2
Cell2116	Adipocyte	0.4749	0.4557	2
Cell2117	Fibroblast	0.2999	0.0204	2
Cell2118	Adipocyte	0.4641	0.1109	2
Cell2119	Epithelial	0.1628	0.0479	2
Cell2120	Immune	0.9405	0.9024	2
Cell2121	Epithelial	0.4658	0.4427	2
Cell2122	Epithelial	0.9186	0.3619	2
Cell2123	Immune	0.7394	0.0058	2
Cell2124	Epithelial	0.8407	0.018	2
Cell2125	Endothelial	0.9304	0.736	2
Cell2126	Epithelial	0.1838	0.0439	2
Cell2127	Fibroblast	0.7751	0.0164	2
Cell2128	Epithelial	0.5276	0.3551	2
Cell2129	Epithelial	0.641	0.4113	2
Cell2130	Fibroblast	0.8023	0.2561	2
Cell2131	Muscle	0.5229	0.5283	2
Cell2132	Adipocyte	0.8859	0.1434	2
Cell2133	Endothelial	0.8879	0.2624	2
Cell2134	Epithelial	0.82	0.7126	2
Cell2135	Fibroblast	0.6002	0.2635	2
Cell2136	Epithelial	0.9053	0.2367	2
Cell2137	Adipocyte	0.8816	0.5472	2
Cell2138	Adipocyte	0.7621	0.0266	2
Cell2139	Adipocyte	0.6412	0.6369	2
Cell2140	Adipocyte	0.8423	0.8811	2
Cell2141	Adipocyte	0.7903	0.0686	2
Cell2142	Epithelial	0.2935	0.0813	2
Cell2143	Endothelial	0.9827	0.3706	2
Cell2144	Adipocyte	0.2195	0.0798	2
Cell2145	Fibroblast	0.7845	0.4338	2
Cell2146	Epithelial	0.7049	0.7236	2
Cell2147	Muscle	0.3261	0.1486	2
Cell2148	Epithelial	0.6174	0.3226	2
Cell2149	Epithelial	0.2381	0.089	2
Cell2150	Fibroblast	0.3401	0.129	2
Cell2151	Adipocyte	0.5392	0.4777	2
Cell2152	Adipocyte	0.4817	0.3926	2
Cell2153	Adipocyte	0.4709	0.0526	2
Cell2154	Adipocyte	0.8504	0.9639	2
Cell2155	Fibroblast	0.6597	0.0439	2
Cell2156	Adipocyte	0.8808	0.8855	2
Cell2157	Adipocyte	0.6202	0.3212	2
Cell2158	Endothelial	0.7531	0.7864	2
Cell2159	Adipocyte	0.5709	0.3226	2
Cell2160	Immune	0.5471	0.0842	2
Cell2161	Endothelial	0.9223	0.3611	2
Cell2162	Epithelial	0.4703	0.1856	2
Cell2163	Adipocyte	0.2536	0.0804	2
Cell2164	Epithelial	0.9882	0.9168	2
Cell2165	Epithelial	0.6787	0.2983	2
Cell2166	Epithelial	0.5987	0.1263	2
Cell2167	Epithelial	0.3905	0.0453	2
Cell2168	Endothelial	0.4161	0.0728	2
Cell2169	Adipocyte	0.8047	0.3605	2
Cell2170	Epithelial	0.6871	0.1708	2
Cell2171	Epithelial	0.7695	0.2806	2
Cell2172	Epithelial	0.8416	0.6729	2
Cell2173	Muscle	0.6983	0.1133	2
Cell2174	Epithelial	0.5437	0.2986	2
Cell2175	Adipocyte	0.6444	0.5744	2
Cell2176	Adipocyte	0.542	0.5364	2
Cell2177	Fibroblast	0.8422	0.84	2
Cell2178	Epithelial	0.9141	0.2665	2
Cell2179	Adipocyte	0.4307	0.2041	2
Cell2180	Fibroblast	0.4861	0.2169	2
Cell2181	Immune	0.6638	0.6672	2
Cell2182	Epithelial	0.5207	0.0515	2
Cell2183	Epithelial	0.2236	0.0833	2
Cell2184	Endothelial	0.5331	0.2937	2
Cell2185	Epithelial	0.341	0.1409	2
Cell2186	Adipocyte	0.8085	0.5934	2
Cell2187	Epithelial	0.2964	0.0808	2
Cell2188	Adipocyte	0.908	0.8979	2
Cell2189	Adipocyte	0.9626	0.1366	2
Cell2190	Fibroblast	0.4173	0.4133	2
Cell2191	Immune	0.6828	0.1551	2
Cell2192	Fibroblast	0.3171	0.0453	2
Cell2193	Fibroblast	0.951	0.2405	2
Cell2194	Fibroblast	0.7555	0.3963	2
Cell2195	Adipocyte	0.7958	0.7885	2
Cell2196	Epithelial	0.3539	0.1896	2
Cell2197	Immune	0.9866	0.2875	2
Cell2198	Endothelial	0.5282	0.4927	2
Cell2199	Adipocyte	0.5181	0.0806	2
Cell2200	Adipocyte	0.889	0.1202	2
Cell2201	Epithelial	0.1931	0.0918	2
Cell2202	Fibroblast	0.4993	0.1558	2
Cell2203	Fibroblast	0.6889	0.2948	2
Cell2204	Adipocyte	0.9575	0.8871	2
Cell2205	Epithelial	0.2155	0.0741	2
Cell2206	Epithelial	0.4695	0.4652	2
Cell2207	Epithelial	0.9357	0.4765	2
Cell2208	Epithelial	0.5254	0.5571	2
Cell2209	Fibroblast	0.5198	0.2017	2
Cell2210	Fibroblast	0.5367	0.5991	2
Cell2211	Endothelial	0.9073	0.9121	2
Cell2212	Epithelial	0.589	0.3232	2
Cell2213	Fibroblast	0.4703	0.4144	2
Cell2214	Epithelial	0.6689	0.1978	2
Cell2215	Epithelial	0.7996	0.3562	2
Cell2216	Epithelial	0.5948	0.4218	2
Cell2217	Epithelial	0.7732	0.6871	2
Cell2218	Epithelial	0.6639	0.2923	2
Cell2219	Epithelial	0.9171	0.2452	2
Cell2220	Epithelial	0.9917	0.4203	2
Cell2221	Epithelial	0.9102	0.1435	2
Cell2222	Epithelial	0.8685	0.2394	2
Cell2223	Adipocyte	0.8438	0.3298	2
Cell2224	Adipocyte	0.1943	0.0257	2
Cell2225	Epithelial	0.6709	0.668	2
Cell2226	Adipocyte	0.4863	0.0803	2
Cell2227	Epithelial	0.4156	0.1423	2
Cell2228	Epithelial	0.9946	0.0155	2
Cell2229	Adipocyte	0.4177	0.1542	2
Cell2230	Epithelial	0.8132	0.2225	2
Cell2231	Adipocyte	0.7298	0.3926	2
Cell2232	Immune	0.5844	0.5383	2
Cell2233	Epithelial	0.9246	0.6008	2
Cell2234	Endothelial	0.4634	0.3658	2
Cell2235	Endothelial	0.902	0.0392	2
Cell2236	Adipocyte	0.944	0.1522	2
Cell2237	Adipocyte	0.6708	0.5574	2
Cell2238	Adipocyte	0.9778	0.3195	2
Cell2239	Adipocyte	0.8334	0.1942	2
Cell2240	Fibroblast	0.6	0.2668	2
Cell2241	Fibroblast	0.5023	0.087	2
Cell2242	Fibroblast	0.9441	0.7187	2
Cell2243	Epithelial	0.8703	0.8752	2
Cell2244	Endothelial	0.3774	0.0417	2
Cell2245	Epithelial	0.9927	0.9146	2
Cell2246	Fibroblast	0.6128	0.5014	2
Cell2247	Adipocyte	0.6543	0.5058	2
Cell2248	Fibroblast	0.7534	0.223	2
Cell2249	Endothelial	0.8915	0.9898	2
Cell2250	Epithelial	0.8822	0.206	2
Cell2251	Adipocyte	0.7819	0.1236	2
Cell2252	Endothelial	0.6758	0.4547	2
Cell2253	Immune	0.7933	0.7384	2
Cell2254	Adipocyte	0.7502	0.2716	2
Cell2255	Epithelial	0.7876	0.8065	2
Cell2256	Adipocyte	0.7234	0.2258	2
Cell2257	Fibroblast	0.9766	0.6337	2
Cell2258	Epithelial	0.6294	0.4878	2
Cell2259	Adipocyte	0.986	0.0419	2
Cell2260	Adipocyte	0.8772	0.9366	2
Cell2261	Fibroblast	0.4269	0.2711	2
Cell2262	Adipocyte	0.7875	0.3845	2
Cell2263	Endothelial	0.4793	0.4329	2
Cell2264	Endothelial	0.3133	0.101	2
Cell2265	Fibroblast	0.8517	0.5377	2
Cell2266	Adipocyte	0.3803	0.0496	2
Cell2267	Immune	0.6655	0.1859	2
Cell2268	Adipocyte	0.8043	0.863	2
Cell2269	Adipocyte	0.2638	0.0223	2
Cell2270	Immune	0.8436	0.8184	2
Cell2271	Endothelial	0.8381	0.1494	2
Cell2272	Epithelial	0.9547	0.2476	2
Cell2273	Adipocyte	0.9524	0.4462	2
Cell2274	Epithelial	0.9434	0.8809	2
Cell2275	Endothelial	0.554	0.6348	2
Cell2276	Fibroblast	0.7705	0.0326	2
Cell2277	Muscle	0.5809	0.4902	2
Cell2278	Fibroblast	0.3185	0.1055	2
Cell2279	Fibroblast	0.7547	0.7696	2
Cell2280	Immune	0.5433	0.1116	2
Cell2281	Epithelial	0.4382	0.2321	2
Cell2282	Adipocyte	0.5788	0.4498	2
Cell2283	Fibroblast	0.6871	0.3945	2
Cell2284	Epithelial	0.6951	0.7105	2
Cell2285	Fibroblast	0.8028	0.357	2
Cell2286	Adipocyte	0.5278	0.4491	2
Cell2287	Endothelial	0.9978	0.7249	2
Cell2288	Epithelial	0.8323	0.5506	2
Cell2289	Epithelial	0.8279	0.0621	2
Cell2290	Fibroblast	0.5997	0.14	2
Cell2291	Epithelial	0.7166	0.0457	2
Cell2292	Epithelial	0.9746	0.4914	2
Cell2293	Epithelial	0.8841	0.031	2
Cell2294	Fibroblast	0.7696	0.5498	2
Cell2295	Epithelial	0.2164	0.0792	2
Cell2296	Endothelial	0.9985	0.9737	2
Cell2297	Endothelial	0.5594	0.1625	2
Cell2298	Adipocyte	0.4737	0.2037	2
Cell2299	Adipocyte	0.9557	0.2811	2
Cell2300	Epithelial	0.67490000000000006	0.3462	2
Cell2301	Epithelial	0.3051	0.0339	2
Cell2302	Fibroblast	0.7231	0.7574	2
Cell2303	Adipocyte	0.9826	0.3654	2
Cell2304	Epithelial	0.4351	0.193	2
Cell2305	Epithelial	0.7475	0.7475	2
Cell2306	Fibroblast	0.9699	0.9048	2
Cell2307	Adipocyte	0.3502	0.1279	2
Cell2308	Epithelial	0.4636	0.4499	2
Cell2309	Epithelial	0.8722	0.4564	2
Cell2310	Epithelial	0.7541	0.3975	2
Cell2311	Epithelial	0.9778	0.9466	2
Cell2312	Epithelial	0.5145	0.0545	2
Cell2313	Adipocyte	0.3973	0.304	2
Cell2314	Epithelial	0.926	0.4251	2
Cell2315	Endothelial	0.9711	0.8378	2
Cell2316	Endothelial	0.8906	0.5686	2
Cell2317	Endothelial	0.6407	0.348	2
Cell2318	Endothelial	0.4877	0.0437	2
Cell2319	Epithelial	0.9751	0.044	2
Cell2320	Epithelial	0.7696	0.0092	2
Cell2321	Adipocyte	0.3386	0.1409	2
Cell2322	Endothelial	0.9617	0.296	2
Cell2323	Epithelial	0.9038	0.9124	2
Cell2324	Adipocyte	0.968	0.2661	2
Cell2325	Epithelial	0.5736	0.3029	2
Cell2326	Adipocyte	0.9982	0.3711	2
Cell2327	Immune	0.5287	0.0919	2
Cell2328	Epithelial	0.9555	0.7817	2
Cell2329	Adipocyte	0.9959	0.7483	2
Cell2330	Epithelial	0.4785	0.1742	2
Cell2331	Fibroblast	0.6555	0.7068	2
Cell2332	Endothelial	0.5256	0.0658	2
Cell2333	Fibroblast	0.6655	0.2616	2
Cell2334	Adipocyte	0.7837	0.3339	2
Cell2335	Fibroblast	0.4088	0.383	2
Cell2336	Endothelial	0.5166	0.5427	2
Cell2337	Fibroblast	0.7149	0.3251	2
Cell2338	Fibroblast	0.944	0.8735	2
Cell2339	Adipocyte	0.7597	0.4507	2
Cell2340	Adipocyte	0.8781	0.9028	2
Cell2341	Immune	0.9081	0.7078	2
Cell2342	Epithelial	0.9697	0.7528	2
Cell2343	Adipocyte	0.8984	0.7216	2
Cell2344	Epithelial	0.4981	0.2427	2
Cell2345	Epithelial	0.9343	0.4045	2
Cell2346	Fibroblast	0.87	0.6907	2
Cell2347	Epithelial	0.5148	0.5512	2
Cell2348	Epithelial	0.992	0.3663	2
Cell2349	Adipocyte	0.457	0.0684	2
Cell2350	Adipocyte	0.6649	0.3655	2
Cell2351	Adipocyte	0.9539	0.4946	2
Cell2352	Adipocyte	0.3793	0.3383	2
Cell2353	Epithelial	0.7347	0.5701	2
Cell2354	Fibroblast	0.7237	0.2018	2
Cell2355	Endothelial	0.7123	0.1513	2
Cell2356	Epithelial	0.5896	0.0205	2
Cell2357	Adipocyte	0.225	0.0312	2
Cell2358	Adipocyte	0.1538	0.0248	2
Cell2359	Epithelial	0.5273	0.2823	2
Cell2360	Adipocyte	0.9865	0.2528	2
